iteration,loss
1,0.6135380864143372
21,0.6335057020187378
41,0.6432961225509644
61,0.6739695072174072
81,0.5978456735610962
101,0.636875569820404
121,0.6454006433486938
141,0.6467849612236023
161,0.6279330253601074
181,0.6674867868423462
201,0.6943305730819702
221,0.6403287649154663
241,0.6384196281433105
261,0.6042448282241821
281,0.6403141021728516
301,0.6198709011077881
321,0.6507866978645325
341,0.625655472278595
361,0.6578469276428223
381,0.664056658744812
401,0.6081259846687317
421,0.6086826920509338
441,0.6516275405883789
461,0.6896408796310425
481,0.6807251572608948
501,0.6907303333282471
521,0.6519452333450317
541,0.6388517022132874
561,0.6469991207122803
581,0.664923369884491
601,0.6594698429107666
621,0.654891312122345
641,0.6471922993659973
661,0.6597431898117065
681,0.6349645256996155
701,0.6928937435150146
721,0.6381274461746216
741,0.6320018768310547
761,0.6685947775840759
781,0.6335309147834778
801,0.7013327479362488
821,0.6727169156074524
841,0.6978299617767334
861,0.612805962562561
881,0.6574134230613708
901,0.6732993721961975
921,0.691307544708252
941,0.6749422550201416
961,0.6766911149024963
981,0.6467886567115784
1001,0.6458448171615601
1021,0.6520259976387024
1041,0.632378339767456
1061,0.658216118812561
1081,0.6460851430892944
1101,0.6310320496559143
1121,0.661018967628479
1141,0.6693978905677795
1161,0.6506868600845337
1181,0.6102870106697083
1183,0.6300581693649292
1203,0.6618596315383911
1223,0.6071869134902954
1243,0.6667265892028809
1263,0.6705126762390137
1283,0.6484619379043579
1303,0.6666908264160156
1323,0.6715685725212097
1343,0.635399341583252
1363,0.6801069378852844
1383,0.6426129341125488
1403,0.6403295993804932
1423,0.6551846861839294
1443,0.6608834862709045
1463,0.6472560167312622
1483,0.6487632989883423
1503,0.6557301878929138
1523,0.6247585415840149
1543,0.7164554595947266
1563,0.6153438091278076
1583,0.6347719430923462
1603,0.6384425759315491
1623,0.6465529203414917
1643,0.6466991901397705
1663,0.6446008086204529
1683,0.6854223012924194
1703,0.6366720795631409
1723,0.6533207893371582
1743,0.6692168712615967
1763,0.6739798784255981
1783,0.6562097668647766
1803,0.6565029621124268
1823,0.6194843053817749
1843,0.6592367887496948
1863,0.6248575448989868
1883,0.619442880153656
1903,0.6341274976730347
1923,0.6223890781402588
1943,0.623288631439209
1963,0.6574527025222778
1983,0.6556209325790405
2003,0.6395999789237976
2023,0.6668579578399658
2043,0.6275063753128052
2063,0.6274006366729736
2083,0.6396119594573975
2103,0.6349475383758545
2123,0.6279811263084412
2143,0.6815598011016846
2163,0.6601111888885498
2183,0.6292322874069214
2203,0.6345415711402893
2223,0.6515519618988037
